INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
YDL029W	YDL148C	ARP2	NOP14	ACT2	UTP2	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YOR122C	ARP2	PFY1	ACT2	PRF1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YOR281C	ARP2	PLP2	ACT2	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YDR235W	ARP2	PRP42	ACT2	MUD16|SNU65	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YDL030W	ARP2	PRP9	ACT2	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YNL002C	ARP2	RLP7	ACT2	RPL7	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YIR015W	ARP2	RPR2	ACT2	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YKL122C	ARP2	SRP21	ACT2	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YPR086W	ARP2	SUA7	ACT2	SOH4	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YML064C	ARP2	TEM1	ACT2	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YLR249W	ARP2	YEF3	ACT2	TEF3	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL029W	YGR198W	ARP2	N/A	ACT2	YPP1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YER016W	YER172C	BIM1	BRR2	YEB1	PRP44|RSS1|SLT22|SNU246	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YER016W	YBR135W	BIM1	CKS1	YEB1	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YER016W	YBL035C	BIM1	POL12	YEB1	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YER016W	YBR088C	BIM1	POL30	YEB1	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YER016W	YBR002C	BIM1	RER2	YEB1	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YER016W	YNL222W	BIM1	SSU72	YEB1	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YER016W	YBL034C	BIM1	STU1	YEB1	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YOL077C	BNI1	BRX1	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YAL038W	BNI1	CDC19	PPF3|SHE5	PYK1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YIL003W	BNI1	CFD1	PPF3|SHE5	DRE3	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YPR105C	BNI1	COG4	PPF3|SHE5	COD1|SEC38|SGF1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YDL145C	BNI1	COP1	PPF3|SHE5	RET1|SEC33|SOO1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YPR183W	BNI1	DPM1	PPF3|SHE5	SED3	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YLL008W	BNI1	DRS1	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YGR175C	BNI1	ERG1	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YLL035W	BNI1	GRC3	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YDR062W	BNI1	LCB2	PPF3|SHE5	SCS1|TSC1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YAL025C	BNI1	MAK16	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YPL126W	BNI1	NAN1	PPF3|SHE5	UTP17	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YGR103W	BNI1	NOP7	PPF3|SHE5	YPH1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YOR122C	BNI1	PFY1	PPF3|SHE5	PRF1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YOR281C	BNI1	PLP2	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YNL221C	BNI1	POP1	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YMR314W	BNI1	PRE5	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YBR002C	BNI1	RER2	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YBL020W	BNI1	RFT1	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YGR245C	BNI1	SDA1	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YLR166C	BNI1	SEC10	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YIR022W	BNI1	SEC11	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YGL233W	BNI1	SEC15	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YAR008W	BNI1	SEN34	PPF3|SHE5	FUN4	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YFL017W-A	BNI1	SMX2	PPF3|SHE5	SNP2|YFL018W-A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YPL210C	BNI1	SRP72	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YNL222W	BNI1	SSU72	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YIL078W	BNI1	THS1	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YMR093W	BNI1	UTP15	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YBL004W	BNI1	UTP20	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YGR090W	BNI1	UTP22	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YDR324C	BNI1	UTP4	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YHR196W	BNI1	UTP9	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YNL271C	YNL158W	BNI1	PGA1	PPF3|SHE5	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YBR070C	CDC12	ALG14	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDL008W	CDC12	APC11	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YAR019C	CDC12	CDC15	CLA10|PSL7	LYT1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDL164C	CDC12	CDC9	CLA10|PSL7	MMS8	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YLR459W	CDC12	GAB1	CLA10|PSL7	CDC91	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDR141C	CDC12	DOP1	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YJR017C	CDC12	ESS1	CLA10|PSL7	PIN1|PTF1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YHR188C	CDC12	GPI16	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YOL133W	CDC12	HRT1	CLA10|PSL7	HRT2|RBX1|ROC1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YOR181W	CDC12	LAS17	CLA10|PSL7	BEE1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDR062W	CDC12	LCB2	CLA10|PSL7	SCS1|TSC1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YBR136W	CDC12	MEC1	CLA10|PSL7	ESR1|SAD3	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YGR264C	CDC12	MES1	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YPL082C	CDC12	MOT1	CLA10|PSL7	BUR3|LPF4	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YLR002C	CDC12	NOC3	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YJL039C	CDC12	NUP192	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YJR042W	CDC12	NUP85	CLA10|PSL7	RAT9	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YHR118C	CDC12	ORC6	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YLR008C	CDC12	PAM18	CLA10|PSL7	TIM14	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YIR006C	CDC12	PAN1	CLA10|PSL7	DIM2|MDP3|MIP3	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YOR122C	CDC12	PFY1	CLA10|PSL7	PRF1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YER023W	CDC12	PRO3	CLA10|PSL7	ORE2	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDL043C	CDC12	PRP11	CLA10|PSL7	RNA11	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDL030W	CDC12	PRP9	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YJL072C	CDC12	PSF2	CLA10|PSL7	CDC102	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YLR196W	CDC12	PWP1	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YGR280C	CDC12	PXR1	CLA10|PSL7	GNO1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YBR049C	CDC12	REB1	CLA10|PSL7	GRF2	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YBR002C	CDC12	RER2	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YBR192W	CDC12	RIM2	CLA10|PSL7	PYT1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YLR167W	CDC12	RPS31	CLA10|PSL7	RPS37|UBI3	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YNL272C	CDC12	SEC2	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YER008C	CDC12	SEC3	CLA10|PSL7	PSL1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YNL222W	CDC12	SSU72	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YCR042C	CDC12	TAF2	CLA10|PSL7	TAF150|TSM1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YLR010C	CDC12	TEN1	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YKL035W	CDC12	UGP1	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDR324C	CDC12	UTP4	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDR449C	CDC12	UTP6	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YHR196W	CDC12	UTP9	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YDR267C	CDC12	N/A	CLA10|PSL7	CIA1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YGL245W	CDC12	GUS1	CLA10|PSL7	GSN1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YML125C	CDC12	N/A	CLA10|PSL7	PGA3	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YOL022C	CDC12	N/A	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR107C	YGR211W	CDC12	ZPR1	CLA10|PSL7	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YBR135W	CDC40	CKS1	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YDR373W	CDC40	FRQ1	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YGL142C	CDC40	GPI10	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YJL091C	CDC40	GWT1	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YLR259C	CDC40	HSP60	PRP17|SLT15|SLU4	CPN60|MIF4	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YLR347C	CDC40	KAP95	PRP17|SLT15|SLU4	RSL1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YKR086W	CDC40	PRP16	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YMR268C	CDC40	PRP24	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YGR075C	CDC40	PRP38	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YJL072C	CDC40	PSF2	PRP17|SLT15|SLU4	CDC102	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YNL312W	CDC40	RFA2	PRP17|SLT15|SLU4	BUF1|RPA2	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YOR077W	CDC40	RTS2	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YER093C	CDC40	TSC11	PRP17|SLT15|SLU4	AVO3	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDR364C	YGL047W	CDC40	ALG13	PRP17|SLT15|SLU4	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YDL008W	CDC42	APC11	N/A	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YDL031W	CDC42	DBP10	N/A	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YDL045C	CDC42	FAD1	N/A	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YOL133W	CDC42	HRT1	N/A	HRT2|RBX1|ROC1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YMR186W	CDC42	HSC82	N/A	HSP90	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YPR110C	CDC42	RPC40	N/A	RPC5	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YML091C	CDC42	RPM2	N/A	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YER008C	CDC42	SEC3	N/A	PSL1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YLR229C	YDL047W	CDC42	SIT4	N/A	LGN4	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YMR048W	YJL090C	CSM3	DPB11	N/A	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YMR048W	YNL221C	CSM3	POP1	N/A	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YMR048W	YNL312W	CSM3	RFA2	N/A	BUF1|RPA2	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YMR048W	YDL007W	CSM3	RPT2	N/A	YHS4|YTA5	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL031W	YDL132W	DBP10	CDC53	N/A	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YDL031W	YEL055C	DBP10	POL5	N/A	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YBL084C	ERG11	CDC27	CYP51	APC3|SNB1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YDR168W	ERG11	CDC37	CYP51	SMO1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YLR459W	ERG11	GAB1	CYP51	CDC91	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YDR141C	ERG11	DOP1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YLL018C	ERG11	DPS1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YLL008W	ERG11	DRS1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YMR128W	ERG11	ECM16	CYP51	DHR1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YHR072W	ERG11	ERG7	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YDL207W	ERG11	GLE1	CYP51	BRR3|RSS1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YHR188C	ERG11	GPI16	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YPL076W	ERG11	GPI2	CYP51	GCR4	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YHR085W	ERG11	IPI1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YER112W	ERG11	LSM4	CYP51	SDB23|USS1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YIL106W	ERG11	MOB1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YNR043W	ERG11	MVD1	CYP51	ERG19	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YHR042W	ERG11	NCP1	CYP51	CPR1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YLR002C	ERG11	NOC3	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YNL061W	ERG11	NOP2	CYP51	YNA1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YOL144W	ERG11	NOP8	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YER006W	ERG11	NUG1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YOR122C	ERG11	PFY1	CYP51	PRF1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YOR281C	ERG11	PLP2	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YBR088C	ERG11	POL30	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YNL221C	ERG11	POP1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YBR257W	ERG11	POP4	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YLR196W	ERG11	PWP1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YGR280C	ERG11	PXR1	CYP51	GNO1	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YBR002C	ERG11	RER2	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YMR235C	ERG11	RNA1	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YDR045C	ERG11	RPC11	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YJL011C	ERG11	RPC17	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YNL151C	ERG11	RPC31	CYP51	ACP2|RPC8	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YDL150W	ERG11	RPC53	CYP51	RPC4	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YKL082C	ERG11	RRP14	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YNL272C	ERG11	SEC2	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YLR147C	ERG11	SMD3	CYP51	SLT16	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YBR253W	ERG11	SRB6	CYP51	MED22	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YKL122C	ERG11	SRP21	CYP51	N/A	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
YHR007C	YMR227C	ERG11	TAF7	CYP51	TAF67	Synthetic Lethality	Davierwala AP (2005)	16155567	4932	4932
